"Indulás dátuma","2024/01/22",,,,,,,,,,,,,,,"2021/08/16",,,,,,,,,,,,,,,"2021/08/16",,,,,,,,,,,,,,,"2020/09/28",,,,,,,,,,,,,,
"Dátum","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól"
"2023/08/04",,,,,,,,,,,,,,,,"329473,49","0,838611","0","-0","-0%","","129025113,4189","-1,3649684617249296","2,4%","0,06%","-3,82%","","","","-9,08%","2399505,22","0,889908","0","0,01","0%","","858926888,5512","2,727753479685634","3,05%","3,16%","2,09%","","","","-6,11%","224485577","1,440679","0","1772364,39","0,8%","","224485577","1772364,3928447366","9,38%","11,84%","23,5%","","","","13,73%"
"2023/08/03",,,,,,,,,,,,,,,,"332457,81","0,846207","0","0","0%","","130173855,5055","0,053233519499190154","2,61%","0,97%","-2,5%","","","","-8,65%","2420062,2","0,897532","0","-0,01","-0%","","867350292,48","-2,744989228248596","3,24%","4,05%","3,25%","","","","-5,69%","222566353","1,439729","0","0,55","0%","","222566353","0,548511415719986","9,05%","11,76%","23,37%","","","","13,72%"
"2023/08/02",,,,,,,,,,,,,,,,"330299,72","0,840714","0","0","0%","","128572469,00719999","1,4636230802279897","1,97%","1,38%","-2,84%","","","","-8,98%","2405189,13","0,892016","0","20006,14","0,84%","","852302820,1068","7089376,98703585","2,6%","4,53%","2,8%","","","","-6,01%","222117735","1,436827","0","0,08","0%","","222117735","0,07817888259887695","9,2%","11,53%","23,38%","","","","13,65%"
"2023/08/01",,,,,,,,,,,,,,,,"330241,57","0,840566","0","0","0%","","128685232,5819","0,3137735190347303","1,94%","0,55%","-3,38%","","","","-9%","2384428,94","0,891734","0","-0,01","-0%","","846519962,2787999","-2,2092296572308987","2,61%","3,59%","2,9%","","","","-6,03%","223334660","1,444699","0","-0,56","-0%","","223334660","-0,5600535273551941","9,57%","12,6%","23,76%","","","","13,88%"
"2023/07/31",,,,,,,,,,,,,,,,"328290,92","0,835601","0","-0","-0%","","126483925,65759999","-1,6972719495743511","1,34%","-0,32%","-3,81%","","","","-9,29%","2371559,35","0,886921","0","0,01","0%","","828006231,459","1,7949608604144305","2,06%","2,75%","2,71%","","","","-6,31%","222568208","1,439741","0","962435,22","0,44%","","222568208","962435,2150840461","9,2%","12,33%","23,71%","","","","13,74%"
"2023/07/28",,,,,,,,,,,,,,,,"327797,86","0,834346","0","0,01","0%","","125808818,668","2,208758295653388","1,18%","-1,17%","-3,36%","","","","-9,41%","2367719,59","0,885485","0","-0","-0%","","829199077,6139","-0,39976413049269466","1,89%","1,87%","3,21%","","","","-6,42%","220932832","1,435369","0","-0,11","-0%","","220932832","-0,10922583937644958","8,86%","11,95%","24,07%","","","","13,66%"
"2023/07/27",,,,,,,,,,,,,,,,"328535,29","0,836223","0","-0","-0%","","124373604,73529999","-0,6352953180146869","0,74%","-0,95%","-2,6%","","","","-9,31%","2374233,27","0,887921","0","-0","-0%","","806835692,1441","-0,589613891299814","1,52%","2,15%","3,92%","","","","-6,29%","220047327","1,429616","0","0,54","0%","","220047327","0,5433330535888672","8,38%","11,5%","23,63%","","","","13,52%"
"2023/07/26",,,,,,,,,,,,,,,,"327450,55","0,833462","0","-0,01","-0%","","125181070,7595","-2,10299755327811","0,74%","-1,18%","-2,32%","","","","-9,49%","2365639,28","0,884707","0","-0","-0%","","816571366,6703999","-0,15163266082294286","1,47%","1,9%","3,22%","","","","-6,48%","219714858","1,427456","0","-0,33","-0%","","219714858","-0,3295435309410095","8,53%","11,35%","24,06%","","","","13,47%"
"2023/07/25",,,,,,,,,,,,,,,,"328706,2","0,836658","0","-7849,52","-2,34%","","124431732,01","-2971437,457427624","0,55%","-0,63%","-2,36%","","","","-9,31%","2375506,06","0,888397","0","-0","-0%","","812684378,1866001","-0,6729014818975703","1,34%","2,48%","3,06%","","","","-6,28%","219426719","1,425584","0","0,39","0%","","219426719","0,3935008645057678","8,37%","11,39%","23,64%","","","","13,43%"
"2023/07/24",,,,,,,,,,,,,,,,"336140,59","0,835626","0","0","0%","","127383837,98640001","1,1658473108103498","0,11%","-1,01%","-2,67%","","","","-9,39%","2372267,94","0,887186","0","0,01","0%","","812027315,862","1,8065717810299249","0,9%","2,08%","3,19%","","","","-6,36%","219022831","1,42296","0","-0,39","-0%","","219022831","-0,38562121987342834","7,74%","10,76%","23,39%","","","","13,37%"
"2023/07/21",,,,,,,,,,,,,,,,"335564,95","0,834195","0","0","0%","","127739509,51650001","1,0979819984635106","-0,14%","-1,36%","-3,47%","","","","-9,51%","2367930,83","0,885564","0","-0,01","-0%","","810021778,3264","-2,0193140141665933","0,69%","1,73%","2,88%","","","","-6,48%","218666967","1,420648","0","-0,28","-0%","","218666967","-0,28292036056518555","7,68%","11,03%","23,39%","","","","13,35%"
"2023/07/20",,,,,,,,,,,,,,,,"335167,11","0,833206","0","0","0%","","127319930,0757","0,0769169639912434","-0,05%","-1,48%","-3,1%","","","","-9,59%","2365323,76","0,884589","0","-0","-0%","","801608222,2639998","-0,4928341052960604","0,82%","1,62%","2,52%","","","","-6,55%","218380675","1,418788","0","0,67","0%","","218380675","0,6684511601924896","7,57%","10,88%","23,6%","","","","13,31%"
"2023/07/19",,,,,,,,,,,,,,,,"331393,49","0,823825","0","0","0%","","124123431,6795","0,27050828319916037","-1,19%","-2,49%","-3,98%","","","","-10,16%","2339408,09","0,874897","0","0","0%","","780122415,7723","1,3725349267711864","-0,31%","0,61%","1,68%","","","","-7,12%","217594448","1,41368","0","-0,09","-0%","","217594448","-0,0943801999092102","7,42%","10,63%","23,54%","","","","13,17%"
"2023/07/18",,,,,,,,,,,,,,,,"330906,35","0,822614","0","-0","-0%","","123838392,424","-1,2820759480353445","-1,24%","-2,65%","-3,58%","","","","-10,25%","2335956,05","0,873606","0","-0","-0%","","777896724,2104999","-0,6791089362185448","-0,37%","0,45%","2,69%","","","","-7,21%","217177939","1,410974","0","-0,52","-0%","","217177939","-0,5205978453159332","7,57%","10,16%","23,49%","","","","13,11%"
"2023/07/17",,,,,,,,,,,,,,,,"331017,78","0,822891","0","-0","-0%","","123658312,07460001","-0,009454089301871136","-1,31%","-3,27%","-3,83%","","","","-10,25%","2336731,49","0,873896","0","0","0%","","776776281,9058001","1,415397863695398","-0,4%","-0,19%","3,04%","","","","-7,2%","216056782","1,40369","0","0,46","0%","","216056782","0,46378710865974426","7,32%","9,67%","23,92%","","","","12,92%"
"2023/07/14",,,,,,,,,,,,,,,,"331410,79","0,823868","0","-0","-0%","","124269103,9263","-1,2601644865673736","-0,79%","-3,34%","-3,32%","","","","-10,23%","2339044,43","0,874761","0","-0","-0%","","781077106,5099001","-0,15972953719552607","0,09%","-0,25%","4,03%","","","","-7,19%","215724467","1,401531","0","897697,3","0,42%","","215724467","897697,3024562895","7,31%","9,68%","23,82%","","","","12,89%"
"2023/07/13",,,,,,,,,,,,,,,,"330343,19","0,821214","0","0,01","0%","","124156184,5296","2,2726143924426285","-0,63%","-3,66%","-4,11%","","","","-10,41%","2331180,42","0,87182","0","-0","-0%","","785001694,6308","-1,0431577437371016","0,28%","-0,59%","3,37%","","","","-7,37%","215051325","1,402996","0","-0,23","-0%","","215051325","-0,22877687215805054","7,55%","9,79%","22,86%","","","","12,95%"
"2023/07/12",,,,,,,,,,,,,,,,"331786,5","0,824802","0","-0,01","-0%","","125302489,59","-2,140923535502516","-0,71%","-2,81%","-3,84%","","","","-10,21%","2341352,03","0,875624","0","0","0%","","802240859,5591999","1,4578180142864585","0,24%","0,37%","3,59%","","","","-7,16%","214638542","1,400303","0","1003807,14","0,47%","","214638542","1003807,1378701031","7,59%","9,46%","22,48%","","","","12,88%"
"2023/07/11",,,,,,,,,,,,,,,,"335818,78","0,834826","0","0","0%","","127634643,71460001","1,1711552883172407","0,83%","-1,29%","-3,29%","","","","-9,61%","2368925,53","0,885936","0","-0","-0%","","818203188,8066999","-1,5679860392119735","1,77%","1,89%","4,12%","","","","-6,56%","212631174","1,393725","0","0,32","0%","","212631174","0,315468430519104","7,05%","9,54%","21,35%","","","","12,71%"
"2023/07/10",,,,,,,,,,,,,,,,"336760,07","0,837166","0","-0","-0%","","129285558,47370002","-0,19769470843893944","1,87%","-0,93%","-3,71%","","","","-9,48%","2374925,82","0,88818","0","0","0%","","831509028,0984","0,12342724757269025","2,82%","2,2%","3,05%","","","","-6,43%","211996053","1,389562","0","-0,13","-0%","","211996053","-0,12644004821777344","7,39%","9,4%","20,55%","","","","12,6%"
"2023/07/07",,,,,,,,,,,,,,,,"339080,72","0,842935","0","0","0%","","131359870,92799999","0,18549863463267682","2,57%","-0,31%","-3,17%","","","","-9,18%","2390183,23","0,893886","0","-0","-0%","","851215953,6999","-0,9264213314093649","3,48%","2,83%","4,02%","","","","-6,12%","211995748","1,38956","0","756809,86","0,36%","","211995748","756809,8631569445","7,39%","10,38%","21,11%","","","","12,64%"
"2023/07/06",,,,,,,,,,,,,,,,"339591,19","0,844204","0","0","0%","","129730626,4038","0,4693906364555005","2,72%","-0,16%","-2,66%","","","","-9,11%","2394215,51","0,895394","0","-0","-0%","","841901941,9363999","-0,30180881064385173","3,66%","3%","5,27%","","","","-6,04%","210215093","1,382825","0","960438,49","0,46%","","210215093","960438,4892537892","6,87%","9,84%","20,88%","","","","12,45%"
"2023/07/05",,,,,,,,,,,,,,,,"338232,75","0,840827","0","-0","-0%","","127862126,48249999","-1,631122379504959","2,26%","-0,18%","-3,25%","","","","-9,33%","2385097,43","0,891984","0","0,01","0%","","828034274,7731001","3,329144125930034","3,24%","3%","3,97%","","","","-6,25%","209393116","1,38374","0","7330647,83","3,63%","","209393116","7330647,830544621","7,17%","10,46%","21,06%","","","","12,49%"
"2023/07/04",,,,,,,,,,,,,,,,"336672,38","0,836948","0","0,01","0%","","126252142,5","1,9443972923909314","1,64%","-0,77%","-4,18%","","","","-9,58%","2374487,29","0,888016","0","-0,01","-0%","","817274780,3451","-2,1246653869980947","2,62%","2,4%","1,58%","","","","-6,5%","201895122","1,382594","0","0,27","0%","","201895122","0,2719168961048126","7,11%","10,42%","20,07%","","","","12,47%"
"2023/07/03",,,,,,,,,,,,,,,,"336443,89","0,83638","0","-0","-0%","","125735810,57080002","-0,39039691028883683","1,05%","-0,44%","-4,14%","","","","-9,63%","2372874,92","0,887413","0","0,01","0%","","814536773,7883999","2,002034618286416","2,14%","2,74%","1,83%","","","","-6,55%","201635925","1,380819","0","-0,78","-0%","","201635925","-0,7799436748027802","6,91%","10,83%","19,94%","","","","12,43%"
"2023/06/30",,,,,,,,,,,,,,,,"335545,64","0,834147","0","-0","-0%","","124531053,3732","-0,9176091053732671","0,49%","-0,49%","-4,46%","","","","-9,81%","2366337,17","0,884968","0","-0,01","-0%","","810233847,0079999","-2,4102324604988095","1,6%","2,7%","0,94%","","","","-6,72%","200666457","1,37418","0","0,07","0%","","200666457","0,06932243704795837","6,91%","11,48%","19,4%","","","","12,28%"
"2023/06/29",,,,,,,,,,,,,,,,"336149,84","0,835649","0","0,01","0%","","124684698,65280001","2,4091709481552246","0,64%","-0,61%","-4,9%","","","","-9,73%","2370666,26","0,886587","0","-0","-0%","","805623515,1357999","-0,7852769147278741","1,83%","2,57%","0,43%","","","","-6,63%","200162082","1,370726","0","787230,26","0,4%","","200162082","787230,2620346248","7,32%","11,06%","18,16%","","","","12,19%"
"2023/06/28",,,,,,,,,,,,,,,,"333248,72","0,828437","0","-0","-0%","","123541965,47839999","-0,6708352262433619","-0,76%","-1,04%","-5,63%","","","","-10,19%","2350058,33","0,87888","0","0","0%","","795400742,3718","0,6027384128887205","0,57%","2,13%","-0,24%","","","","-7,11%","198348106","1,363667","0","0,3","0%","","198348106","0,3041040897369385","6,95%","10,61%","16,77%","","","","11,99%"
"2023/06/27",,,,,,,,,,,,,,,,"334185,59","0,830766","0","-0,01","-0%","","123291089,7187","-1,8906242051132722","-0,18%","-1,01%","-6,31%","","","","-10,06%","2356751,16","0,881383","0","0,01","0%","","794767193,6868001","2,710544884214178","1,19%","2,18%","-0,21%","","","","-6,97%","197809206","1,359962","0","938917,01","0,48%","","197809206","938917,0100921094","6,93%","10,13%","16,57%","","","","11,89%"
"2023/06/26",,,,,,,,,,,,,,,,"334650,61","0,831922","0","0","0%","","123606549,3096","1,7745384243736044","0,71%","-0,94%","-6,67%","","","","-10,01%","2359775,36","0,882514","0","-0","-0%","","800223422,3296","-1,2677492150198668","2,09%","2,26%","-0,44%","","","","-6,91%","197216414","1,362353","0","0,18","0%","","197216414","0,182308167219162","7,52%","10,29%","16,91%","","","","11,97%"
"2023/06/23",,,,,,,,,,,,,,,,"334317,13","0,831093","0","-0","-0%","","123907957,8919","-0,6567211478529498","0,27%","-1,04%","-6,05%","","","","-10,1%","2356740,46","0,881379","0","-0","-0%","","805133243,3498","-1,5172550501395017","1,62%","2,13%","-0,04%","","","","-7,01%","196963081","1,360603","0","884926,68","0,45%","","196963081","884926,6772331893","6,55%","10,15%","17,33%","","","","11,96%"
"2023/06/22",,,,,,,,,,,,,,,,"335389,16","0,833758","0","-0","-0%","","124104050,87479998","-1,736278325219173","-0,25%","-0,68%","-5,83%","","","","-9,95%","2364567,04","0,884306","0","0","0%","","795936911,3344","0,46678796915803106","1,19%","2,51%","-0,23%","","","","-6,84%","196243594","1,361751","0","0,47","0%","","196243594","0,4725192189216614","6,76%","10,22%","17,05%","","","","12,01%"
"2023/06/21",,,,,,,,,,,,,,,,"334712,56","0,832076","0","0,01","0%","","124322286,1608","2,8738578403514112","-0,22%","-0,89%","-6,21%","","","","-10,07%","2357903,62","0,881814","0","0,01","0%","","801640072,7276001","2,3246437347307802","1,21%","2,21%","-0,8%","","","","-7,01%","196736598","1,365172","0","896057,37","0,46%","","196736598","896057,373803258","6,83%","10,44%","16,74%","","","","12,12%"
"2023/06/20",,,,,,,,,,,,,,,,"333127,64","0,828136","0","-0","-0%","","124493130,3444","-1,636341023548739","-0,24%","-1,11%","-6,31%","","","","-10,33%","2345772,02","0,877277","0","-8005,16","-0,34%","","801456468,3532001","-2735042,2718033465","1,22%","1,95%","-0,48%","","","","-7,29%","195888598","1,365507","0","0,42","0%","","195888598","0,41714367270469666","7,54%","11%","17,25%","","","","12,15%"
"2023/06/19",,,,,,,,,,,,,,,,"333735,06","0,829646","0","0","0%","","124796888,3364","1,646131631762255","-0,7%","-0,99%","-6,3%","","","","-10,26%","2357721,26","0,878747","0","-47985,74","-2%","","806623597,4712","-16416881,462061025","0,8%","2,07%","-0,51%","","","","-7,22%","196303469","1,368399","0","8207423,45","4,36%","","196303469","8207423,447683364","7,83%","11,19%","18,19%","","","","12,25%"
"2023/06/16",,,,,,,,,,,,,,,,"333723,39","0,829617","0","-0","-0%","","124855931,9007","-1,3738343532563886","-1,61%","-1,15%","-6,27%","","","","-10,3%","2405263,5","0,878585","0","0","0%","","821734222,14","0,8844884340651333","-0,05%","1,9%","-0,46%","","","","-7,26%","188388829","1,370529","0","-5403854,79","-2,79%","","188388829","-5403854,789054394","7,55%","11,47%","18,5%","","","","12,35%"
"2023/06/15",,,,,,,,,,,,,,,,"332292,95","0,826061","0","-0","-0%","","124161260,7675","-0,5627153777430066","-2,38%","-1,57%","-7,34%","","","","-10,54%","2393989,83","0,874467","0","0,01","0%","","825734972,1636001","1,8521260879933834","-0,56%","1,43%","-1,32%","","","","-7,52%","193442719","1,368054","0","-0,59","-0%","","193442719","-0,5861290991306305","6,57%","11,13%","17,3%","","","","12,29%"
"2023/06/14",,,,,,,,,,,,,,,,"330985,6","0,822811","0","-2825,53","-0,85%","","122868474,432","-1048893,965242091","-2,76%","-2,16%","-7,68%","","","","-10,76%","2385002,1","0,871184","0","-0,01","-0%","","819629821,6860001","-3,0292783474549654","-0,94%","0,84%","-1,55%","","","","-7,74%","193086109","1,365532","0","6986333,51","3,77%","","193086109","6986333,512261361","6,38%","10,3%","17,46%","","","","12,22%"
"2023/06/13",,,,,,,,,,,,,,,,"333885,78","0,822995","0","-0","-0%","","123571127,17800002","-0,6754358119505923","-2,34%","-2,17%","-7,91%","","","","-10,77%","2385724,85","0,871448","0","-5997,3","-0,25%","","817015332,131","-2053836,225460831","-0,59%","0,85%","-1,44%","","","","-7,73%","185285344","1,359556","0","-0,29","-0%","","185285344","-0,28772398829460144","6,07%","9,76%","16,46%","","","","12,06%"
"2023/06/12",,,,,,,,,,,,,,,,"331421,99","0,816922","0","0","0%","","122046147,8175","0,5543151483434485","-3,88%","-3,1%","-10,09%","","","","-11,17%","2374242,19","0,865079","0","0","0%","","811278556,323","1,0422222131397574","-1,95%","-0,11%","-3,5%","","","","-8,14%","185265992","1,359414","0","0,94","0%","","185265992","0,9395193159580231","5,83%","10,34%","15,04%","","","","12,06%"
"2023/06/09",,,,,,,,,,,,,,,,"331959,13","0,818246","0","0","0%","","122585867,5264","0,35463733069598674","-3,91%","-2,96%","-11,09%","","","","-11,14%","2377134,93","0,866133","0","-0","-0%","","815523680,4351001","-1,0447466053441166","-1,67%","0,03%","-5,29%","","","","-8,11%","185387011","1,360302","0","0","0%","","185387011","0,003391295671463013","5,57%","10,64%","14,45%","","","","12,13%"
"2023/06/08",,,,,,,,,,,,,,,,"331303,93","0,816631","0","0","0%","","122400236,93849999","0,8173144162487006","-3,62%","-3,48%","-12,71%","","","","-11,26%","2371895,61","0,864224","0","0","0%","","816904567,0401","0,8435796594852583","-1,41%","-0,48%","-6,77%","","","","-8,24%","185299108","1,359657","0","2305856,63","1,26%","","185299108","2305856,6285666823","5,02%","10,48%","14,1%","","","","12,12%"
"2023/06/07",,,,,,,,,,,,,,,,"332934,42","0,82065","0","-0","-0%","","122779555,40759999","-0,2970941778086126","-3,27%","-3,1%","-12,56%","","","","-11,02%","2383376,01","0,868407","0","-0","-0%","","821978718,3288","-0,5713199514895677","-0,5%","-0,09%","-6,51%","","","","-8%","182630941","1,356965","0","1798848,83","0,99%","","182630941","1798848,832270503","4,96%","10,2%","13,64%","","","","12,05%"
"2023/06/06",,,,,,,,,,,,,,,,"330765,57","0,815304","0","-0","-0%","","122098802,5098","-1,2420519148313907","-3,87%","-3,53%","-11,94%","","","","-11,38%","2367583,94","0,862653","0","0","0%","","816792783,4606","0,8912196539435536","-1,37%","-0,56%","-6,1%","","","","-8,37%","180819299","1,356869","0","-0,15","-0%","","180819299","-0,1457047462463379","4,44%","9,88%","13,4%","","","","12,06%"
"2023/06/05",,,,,,,,,,,,,,,,"329889,27","0,813144","0","-0","-0%","","121867694,12340002","-1,017579739918001","-3,92%","-3,59%","-12,17%","","","","-11,54%","2360944,9","0,860234","0","3731,69","0,16%","","815423149,5619999","1288850,8195735086","-1,13%","-0,61%","-6,37%","","","","-8,53%","180034385","1,350979","0","0,27","0%","","180034385","0,2712725102901459","4,31%","9,21%","12,91%","","","","11,89%"
"2023/06/02",,,,,,,,,,,,,,,,"330869,84","0,815561","0","0","0%","","122772562,8304","1,4827439831988887","-3,83%","-3,74%","-12,71%","","","","-11,43%","2363504,71","0,86253","0","-0","-0%","","813991022,124","-0,21876839473843573","-1,27%","-0,78%","-6,33%","","","","-8,43%","179892194","1,349912","0","1442546,46","0,81%","","179892194","1442546,4641403854","4,91%","9,09%","12,8%","","","","11,9%"
"2023/06/01",,,,,,,,,,,,,,,,"328435,66","0,809561","0","0","0%","","121701833,813","0,001390931918285787","-4,74%","-4,22%","-12,09%","","","","-11,84%","2345548,18","0,855977","0","-65276,8","-2,69%","","813271920,4514","-22633423,902801353","-2,17%","-1,27%","-6,12%","","","","-8,86%","177040200","1,33925","0","-837664,81","-0,47%","","177040200","-837664,8085434139","3,73%","7,74%","12,02%","","","","11,58%"
"2023/05/31",,,,,,,,,,,,,,,,"330717,7","0,815186","0","0","0%","","122716109,76200001","1,4880796420038678","-3,84%","-3,26%","-12%","","","","-11,47%","2426822,47","0,861657","0","14905,8","0,61%","","844655560,6835","5187963,702591904","-1,18%","-0,3%","-6,16%","","","","-8,5%","177154134","1,333801","0","0,8","0%","","177154134","0,7975068688392639","3,24%","7,72%","11,83%","","","","11,41%"
"2023/05/30",,,,,,,,,,,,,,,,"332783,5","0,820278","0","-0","-0%","","123382810,46","-0,71345495125046","-3,24%","-2,66%","-12,35%","","","","-11,16%","2427130,11","0,867092","0","0","0%","","840612242,2973999","1,3898324418999253","-0,55%","0,33%","-6,36%","","","","-8,17%","178094359","1,34088","0","-6088117,16","-3,3%","","178094359","-6088117,162696034","3,79%","8,29%","12,28%","","","","11,64%"
"2023/05/26",,,,,,,,,,,,,,,,"337104,57","0,830929","0","-0","-0%","","125402900,04","-0,797108723083511","-2,58%","-1,08%","-9,53%","","","","-10,54%","2457643,76","0,877993","0","21806,71","0,89%","","851893056,5287999","7558860,626441026","0,16%","1,97%","-3,79%","","","","-7,53%","184689195","1,344569","0","840850,55","0,46%","","184689195","840850,5462042391","4,82%","8,41%","13,07%","","","","11,81%"
"2023/05/25",,,,,,,,,,,,,,,,"337849,43","0,832765","0","0","0%","","126193519,09359999","0,2571053399983793","-2,37%","-0,86%","-8,87%","","","","-10,44%","2440650,5","0,879728","0","0","0%","","850176195,17","0,36121746174991126","0,36%","2,17%","-3,72%","","","","-7,43%","183032179","1,3386","0","-0,05","-0%","","183032179","-0,0471208393573761","4,35%","7,93%","12,84%","","","","11,64%"
"2023/05/24",,,,,,,,,,,,,,,,"336978,4","0,830618","0","0","0%","","126228738,856","0,31262826086604034","-2,62%","-1,22%","-9,05%","","","","-10,59%","2434202,97","0,877404","0","-0,01","-0%","","846007242,2235001","-3,28549325466156","0,09%","1,8%","-4,77%","","","","-7,59%","183490785","1,341954","0","0,11","0%","","183490785","0,10659798979759216","4,61%","8,28%","13,43%","","","","11,75%"
"2023/05/23",,,,,,,,,,,,,,,,"336072,48","0,828385","0","-0","-0%","","126611946,1152","-1,4675875690800604","-2,18%","-1,42%","-9,24%","","","","-10,75%","2427100,71","0,874844","0","0,01","0%","","846427101,6054","2,9991243151482196","0,5%","1,58%","-4,86%","","","","-7,76%","184421260","1,348759","0","-0,28","-0%","","184421260","-0,2820294499397278","5,22%","9,54%","13,69%","","","","11,98%"
"2023/05/22",,,,,,,,,,,,,,,,"337046,56","0,830786","0","0,01","0%","","126550871,8832","2,0593988916504897","-2,38%","-0,56%","-8,38%","","","","-10,61%","2434350,01","0,877457","0","24979,44","1,04%","","845449758,4729999","8675360,672946442","0,29%","2,52%","-3,72%","","","","-7,61%","184327324","1,348072","0","1395730,1","0,77%","","184327324","1395730,0984447896","5,5%","9,66%","14,42%","","","","11,97%"
"2023/05/19",,,,,,,,,,,,,,,,"337463,61","0,831814","0","-0","-0%","","127335143,96129999","-0,02852922046673484","-1,59%","-0,3%","-8,13%","","","","-10,6%","2411289,92","0,878156","0","0","0%","","843324536,6208","0,6956193465180696","1,08%","2,81%","-3,04%","","","","-7,6%","181974104","1,341016","0","0,61","0%","","181974104","0,6101252734661102","4,33%","9,97%","13,9%","","","","11,79%"
"2023/05/18",,,,,,,,,,,,,,,,"336863,18","0,830334","0","-0","-0%","","125663440,6672","-0,6015815654583275","-1,77%","-0,48%","-8,41%","","","","-10,71%","2407896,04","0,87692","0","-0","-0%","","830387028,3544","-1,3080508522503078","0,94%","2,67%","-3,37%","","","","-7,69%","180912804","1,333195","0","-0,57","-0%","","180912804","-0,5711579620838165","3,72%","9,33%","13,03%","","","","11,55%"
"2023/05/17",,,,,,,,,,,,,,,,"335536,15","0,827063","0","0","0%","","123853103,68800001","1,0940668401215226","-2,16%","-1,06%","-9,93%","","","","-10,94%","2399158,73","0,873738","0","0","0%","","817705269,9459","1,3099852788168935","0,58%","2,09%","-4,05%","","","","-7,91%","180745081","1,331959","0","1029616,23","0,57%","","180745081","1029616,227983892","3,63%","9,54%","13%","","","","11,53%"
"2023/05/16",,,,,,,,,,,,,,,,"335185,22","0,826198","0","-23002,19","-6,44%","","123810716,56359999","-8496547,444318788","-2,15%","-1,27%","-9,63%","","","","-11,02%","2396797,29","0,872878","0","-0","-0%","","812897768,8764001","-1,3081379988975823","0,57%","1,92%","-3,99%","","","","-7,98%","179811262","1,332669","0","-0,17","-0%","","179811262","-0,16738590598106384","3,55%","9,6%","13,92%","","","","11,56%"
"2023/05/15",,,,,,,,,,,,,,,,"357209,78","0,823943","0","0","0%","","131992585,80780001","0,8873057853116187","-2,01%","-1,83%","-9,98%","","","","-11,18%","2388556,98","0,869877","0","-7669,71","-0,32%","","812037716,4906001","-2607470,507923407","0,64%","1,26%","-4,32%","","","","-8,18%","179722616","1,332012","0","0,61","0%","","179722616","0,6126329898834229","3,64%","9,03%","13,97%","","","","11,55%"
"2023/05/12",,,,,,,,,,,,,,,,"358186,97","0,826197","0","0","0%","","133095114,31259999","0,5187841993023176","-2,31%","-1,73%","-9,37%","","","","-11,09%","2401598,3","0,871827","0","7848,19","0,33%","","817648157,2179999","2671994,8799932986","0,13%","1,29%","-4,18%","","","","-8,1%","179830421","1,332811","0","1518684,82","0,85%","","179830421","1518684,8168046772","3,43%","9,94%","15,4%","","","","11,62%"
"2023/05/11",,,,,,,,,,,,,,,,"355947,75","0,821032","0","0","0%","","132010342,0425","1,2743390995718074","-2,92%","-2,35%","-10,35%","","","","-11,45%","2378959,18","0,86644","0","-0","-0%","","807276008,1412","-0,7351359720155596","-0,49%","0,67%","-5,91%","","","","-8,46%","178070921","1,331011","0","-0,62","-0%","","178070921","-0,6232082545757294","3,29%","9,8%","14,74%","","","","11,57%"
"2023/05/10",,,,,,,,,,,,,,,,"355841,53","0,820787","0","-0","-0%","","132059908,61360002","-1,7632945398520679","-2,95%","-1,7%","-10,72%","","","","-11,48%","2378009,18","0,866094","0","-0","-0%","","805812190,7348001","-0,2631891616340727","-0,53%","1,3%","-6,21%","","","","-8,5%","178018745","1,330621","0","0,79","0%","","178018745","0,7874111235141754","3,26%","10,83%","14,62%","","","","11,57%"
"2023/05/09",,,,,,,,,,,,,,,,"358896,67","0,827834","0","-0","-0%","","133538272,97359999","-0,14684955060016364","-1,72%","0,92%","-9,82%","","","","-11,03%","2397994,92","0,873373","0","9255,13","0,39%","","812680478,3879999","3136564,7739839","0,81%","3,94%","-4,57%","","","","-8,03%","177731639","1,328475","0","802716,98","0,45%","","177731639","802716,975040704","2,77%","11,52%","13,78%","","","","11,52%"
