"Indulás dátuma","2024/01/22",,,,,,,,,,,,,,,"2021/08/16",,,,,,,,,,,,,,,"2021/08/16",,,,,,,,,,,,,,,"2020/09/28",,,,,,,,,,,,,,
"Dátum","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól","Nettó eszközérték","Árfolyam","Kifizetett hozamok","Napi befjegy. forgalom","Napi befjegy. forgalom (%)","Referenciaindex","Forintosított nettó eszközérték","Forintosított Napi bef.jegy forgalom","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam","Hozam indulástól"
"2023/11/07",,,,,,,,,,,,,,,,"421356,37","0,9115","0","0","0%","","159508667,4272","0,27868818851187827","8,21%","11%","10,81%","","","","-4,28%","2881272,35","0,970509","0","-0","-0%","","1020892419,052","-1,7475607946515084","8,58%","12,08%","15,17%","","","","-1,4%","257605789","1,474468","0","-0,13","-0%","","257605789","-0,1282770037651062","2,17%","11,49%","24,73%","13,83%","","","13,31%"
"2023/11/06",,,,,,,,,,,,,,,,"423681,11","0,916529","0","-0","-0%","","160888664,7114","-0,48609545845189134","9,29%","11,61%","11,86%","","","","-4,04%","2897241,67","0,975888","0","120262,59","4,34%","","1023740344,0945001","42494785,42166555","9,66%","12,7%","16,24%","","","","-1,15%","258343419","1,47869","0","3133813,17","1,23%","","258343419","3133813,1709880233","2,64%","11,81%","26,49%","13,94%","","","13,43%"
"2023/11/03",,,,,,,,,,,,,,,,"422830,54","0,914689","0","-0","-0%","","161250654,7344","-0,9991249247035012","8,09%","10,91%","11,99%","","","","-4,14%","2770912,28","0,973756","0","-0","-0%","","992402233,0819999","-0,2431033974746242","8,49%","12,01%","16,23%","","","","-1,25%","254744989","1,475998","0","-0,01","-0%","","254744989","-0,013559013605117798","2,52%","11,79%","27,46%","14,08%","","","13,4%"
"2023/11/02",,,,,,,,,,,,,,,,"422528,22","0,914035","0","0,01","0%","","161633945,2788","2,8452446333132686","8,72%","10,86%","11,92%","","","","-4,18%","2769731,36","0,973341","0","-83208,01","-2,97%","","997297170,7952","-29960707,041839812","9,12%","11,96%","16,32%","","","","-1,28%","254209437","1,472895","0","-0,04","-0%","","254209437","-0,043052852153778076","2,51%","11,94%","26,94%","14,31%","","","13,34%"
"2023/10/31",,,,,,,,,,,,,,,,"414597,56","0,896879","0","-0","-0%","","158575274,7488","-0,0259111023042351","7,33%","8,77%","8,62%","","","","-5,05%","2799406,14","0,955077","0","20022,24","0,72%","","1003671083,3742","7178571,953565993","7,68%","9,9%","12,95%","","","","-2,16%","252773129","1,464573","0","-0,47","-0%","","252773129","-0,46628597378730774","1,72%","11,08%","26,7%","14,29%","","","13,14%"
"2023/10/30",,,,,,,,,,,,,,,,"414126,51","0,89586","0","29874,24","7,74%","","158444802,726","11429882,987632113","7,37%","8,64%","8,5%","","","","-5,11%","2776223,52","0,953991","0","16930,48","0,61%","","1003771375,8912001","6121383,950245708","7,74%","9,77%","12,83%","","","","-2,22%","252408961","1,462463","0","760026,57","0,3%","","252408961","760026,5736761391","1,89%","10,92%","26,52%","14,23%","","","13,1%"
"2023/10/27",,,,,,,,,,,,,,,,"385862,01","0,899613","0","0,01","0%","","147900908,433","2,6043332071625627","7,58%","8,38%","10,32%","","","","-4,93%","2770492,29","0,957863","0","-0","-0%","","1005411652,041","-1,3976722958497703","7,88%","9,51%","14,75%","","","","-2,04%","251112586","1,459346","0","-0,29","-0%","","251112586","-0,29483261704444885","2,08%","10,64%","26,52%","13,8%","","","13,06%"
"2023/10/26",,,,,,,,,,,,,,,,"386308,08","0,900653","0","-0,01","-0%","","148183916,4072","-3,5647038945375242","8,06%","8,86%","10,51%","","","","-4,89%","2773480,11","0,958896","0","0,01","0%","","1008797920,4103","1,8631960872234778","8,39%","9,98%","14,98%","","","","-1,99%","251324579","1,460578","0","-0,38","-0%","","251324579","-0,37528687715530396","2,32%","11,05%","27,07%","13,72%","","","13,1%"
"2023/10/25",,,,,,,,,,,,,,,,"385199,76","0,898069","0","0,01","0%","","148286499,6096","2,101207741331309","7,34%","7,93%","9,8%","","","","-5,03%","2765424,86","0,956111","0","-0","-0%","","1005729713,0848","-0,9967664922773838","7,62%","9,06%","14,11%","","","","-2,13%","251426446","1,46117","0","0,65","0%","","251426446","0,6508938074111938","2,5%","11,07%","27,89%","13,52%","","","13,13%"
"2023/10/24",,,,,,,,,,,,,,,,"377707,38","0,880601","0","0","0%","","143963167,887","0,2219887305109296","5,38%","5,5%","8,64%","","","","-5,92%","2711690,45","0,937533","0","39555,45","1,46%","","970486895,1505","14156501,500673544","5,67%","6,63%","12,91%","","","","-3,05%","250268917","1,454443","0","0,05","0%","","250268917","0,04514908790588379","2,21%","10,12%","28,05%","13,34%","","","12,97%"
"2023/10/20",,,,,,,,,,,,,,,,"382127,4","0,890906","0","-0","-0%","","146637568,476","-0,1214770384260919","6,93%","6,87%","10,37%","","","","-5,42%","2702153,06","0,948065","0","0","0%","","979341333,5358","1,564140639603138","7,18%","8,05%","14,63%","","","","-2,54%","249595083","1,450527","0","-0,86","-0%","","249595083","-0,8574202358722687","2,24%","9,98%","28,25%","13,18%","","","12,92%"
"2023/10/19",,,,,,,,,,,,,,,,"381035,37","0,88836","0","0","0%","","146660513,913","0,6041122520284261","7,83%","6,55%","10,13%","","","","-5,56%","2693688,03","0,945095","0","0","0%","","984058111,1195999","0,1542931199632585","8,02%","7,69%","14,38%","","","","-2,69%","250453379","1,455515","0","816660,77","0,33%","","250453379","816660,7728755176","2,96%","10,6%","29,47%","13,27%","","","13,06%"
"2023/10/18",,,,,,,,,,,,,,,,"379724,16","0,885303","0","0","0%","","145567256,736","0,17647321381082293","7,62%","6,28%","9,35%","","","","-5,73%","2684838,23","0,94199","0","0","0%","","972448406,906","0,9209666700102389","7,83%","7,43%","13,6%","","","","-2,85%","250944489","1,46314","0","752623,61","0,3%","","250944489","752623,605201304","3,7%","11,55%","29,53%","13,42%","","","13,27%"
"2023/10/17",,,,,,,,,,,,,,,,"377325,21","0,87971","0","-0","-0%","","145526786,9928","-1,776133298794739","6,9%","5,5%","9,09%","","","","-6,02%","2667004,67","0,935733","0","22082,36","0,84%","","976283729,5002","8083469,445410728","7,08%","6,64%","13,28%","","","","-3,17%","251295990","1,469597","0","2079312,11","0,84%","","251295990","2079312,1053979993","4,7%","12,36%","30,56%","13,59%","","","13,44%"
"2023/10/16",,,,,,,,,,,,,,,,"375929,08","0,876455","0","-0","-0%","","145398090,2716","-0,8576995107490801","6,38%","5,54%","8,86%","","","","-6,2%","2634975,58","0,932214","0","-0,01","-0%","","966825239,8136001","-3,1024090242758393","6,57%","6,66%","13,04%","","","","-3,35%","248469162","1,465189","0","-3181205,66","-1,27%","","248469162","-3181205,663901031","4,54%","12,18%","30,78%","13,48%","","","13,35%"
"2023/10/13",,,,,,,,,,,,,,,,"378257,26","0,881883","0","0,01","0%","","146430950,4912","2,344476374918595","7,39%","6,72%","9,06%","","","","-5,94%","2650866,61","0,937836","0","-23262,08","-0,88%","","972337872,548","-8532530,68711407","7,57%","7,87%","13,23%","","","","-3,08%","250066463","1,455967","0","0,61","0%","","250066463","0,6082914471626282","3,78%","11,61%","28,95%","13,17%","","","13,15%"
"2023/10/12",,,,,,,,,,,,,,,,"375721,05","0,87597","0","-0","-0%","","145088440,668","-1,609424368645996","6,2%","5,45%","9,01%","","","","-6,26%","2656592,69","0,931686","0","13258,82","0,5%","","965432349,4729","4818389,419895325","6,4%","6,66%","13,24%","","","","-3,39%","249936789","1,455212","0","3847584,74","1,56%","","249936789","3847584,737050116","3,92%","11,81%","28,85%","13,11%","","","13,14%"
"2023/10/11",,,,,,,,,,,,,,,,"374070,57","0,872122","0","0,01","0%","","144656830,1247","2,3996025993005605","4,47%","5,33%","8,37%","","","","-6,47%","2631468,9","0,927504","0","129710,5","5,19%","","959196728,739","47280775,391762085","4,69%","6,55%","12,54%","","","","-3,61%","246166487","1,455669","0","1557966,29","0,64%","","246166487","1557966,2879798412","4,44%","11,81%","28,99%","13,07%","","","13,17%"
"2023/10/10",,,,,,,,,,,,,,,,"373635,21","0,871107","0","-0","-0%","","144880789,0296","-0,5730686155846342","4,05%","6%","7,91%","","","","-6,53%","2498586,37","0,926328","0","16158,87","0,65%","","913658077,9179001","5908812,934335651","4,3%","7,24%","12,06%","","","","-3,68%","243842769","1,451112","0","762273,3","0,32%","","243842769","762273,3025154173","4,43%","12,15%","28,09%","12,95%","","","13,06%"
"2023/10/09",,,,,,,,,,,,,,,,"373369,71","0,870488","0","0","0%","","144971990,9988","0,4130623024492524","3,27%","5,92%","7,15%","","","","-6,57%","2480972,34","0,925785","0","10359,54","0,42%","","913791732,2687999","3815624,836110957","3,57%","7,17%","11,39%","","","","-3,71%","240582203","1,436198","0","867651,63","0,36%","","240582203","867651,6301424503","3,36%","10,99%","26,37%","12,56%","","","12,69%"
"2023/10/06",,,,,,,,,,,,,,,,"374870,5","0,873987","0","-0","-0%","","145003658,105","-1,5319291480217363","3,53%","6,35%","5,94%","","","","-6,41%","2480214,67","0,929383","0","-0","-0%","","909519521,6356999","-0,7360322764841839","3,8%","7,59%","10,19%","","","","-3,54%","239684007","1,436015","0","-0,08","-0%","","239684007","-0,07589372992515564","3,85%","10,98%","25,93%","12,54%","","","12,72%"
"2023/10/05",,,,,,,,,,,,,,,,"376837,96","0,878574","0","0","0%","","146085003,57360002","1,1303795866901056","4,49%","6,85%","5,56%","","","","-6,18%","2493542","0,934377","0","-36595,81","-1,44%","","920266610,52","-13506051,178960608","4,75%","8,14%","9,82%","","","","-3,29%","239757614","1,436456","0","-0,03","-0%","","239757614","-0,03091186285018921","3,81%","11,25%","25,77%","12,74%","","","12,75%"
"2023/10/04",,,,,,,,,,,,,,,,"377353,09","0,879775","0","-0","-0%","","146582807,8105","-0,13768339752277825","5,12%","6,84%","5,45%","","","","-6,12%","2533468,45","0,935607","0","-10794,1","-0,42%","","938523387,3025","-3998673,0784843727","5,36%","8,12%","9,7%","","","","-3,23%","240051541","1,438217","0","4264488,67","1,81%","","240051541","4264488,665578425","4,02%","11,42%","25,44%","12,97%","","","12,8%"
"2023/10/03",,,,,,,,,,,,,,,,"382265,94","0,891229","0","-0","-0%","","148154810,3658","-0,7893454652989749","6,56%","7,67%","8,43%","","","","-5,53%","2577234,92","0,947732","0","10553,95","0,41%","","952571798,7812","3900845,559998783","6,8%","9,08%","12,76%","","","","-2,62%","235870008","1,438723","0","0,66","0%","","235870008","0,6590897738933563","4,19%","11,4%","27,13%","12,99%","","","12,83%"
"2023/10/02",,,,,,,,,,,,,,,,"380277,04","0,886592","0","19460,69","5,38%","","147330733,6072","7539655,520800541","6,29%","7,37%","9,19%","","","","-5,78%","2553499,99","0,942865","0","20747,74","0,82%","","936649331,3319001","7610478,155445294","6,54%","8,8%","13,6%","","","","-2,87%","236553162","1,44289","0","-0,8","-0%","","236553162","-0,8046482503414154","5%","12,11%","28,38%","13,1%","","","12,95%"
"2023/09/29",,,,,,,,,,,,,,,,"361765,81","0,888925","0","0,01","0%","","141540873,1625","2,2136683861754136","6,38%","7,06%","8,85%","","","","-5,68%","2539094,44","0,945226","0","8342,56","0,33%","","936316465,6944","3076403,475197881","6,61%","8,56%","13,13%","","","","-2,76%","237946195","1,451387","0","0,17","0%","","237946195","0,17030933499336243","5,88%","13,64%","28,8%","13,29%","","","13,21%"
"2023/09/28",,,,,,,,,,,,,,,,"364510,41","0,895669","0","0","0%","","143278106,85869998","0,4668488585145678","8,12%","7,29%","9,35%","","","","-5,33%","2548034,52","0,951681","0","6745,52","0,26%","","952327901,85","2521136,3463076213","8,28%","8,9%","13,5%","","","","-2,43%","237222546","1,446973","0","0,19","0%","","237222546","0,1874544620513916","6,11%","13,48%","27,2%","13,11%","","","13,11%"
"2023/09/27",,,,,,,,,,,,,,,,"367369,78","0,902695","0","-0","-0%","","142675401,4586","-0,16051020285463893","8,66%","8,46%","10,83%","","","","-4,97%","2561530","0,959261","0","0","0%","","942053888,0999999","0,18968119797762484","8,84%","10,14%","15,07%","","","","-2,05%","237854386","1,450827","0","0,26","0%","","237854386","0,2603258192539215","6,68%","14,08%","27,61%","","","","13,28%"
"2023/09/26",,,,,,,,,,,,,,,,"364744,01","0,896243","0","12628,06","3,62%","","142126150,9366","4920649,92194562","7,73%","8,5%","9,95%","","","","-5,32%","2544295,78","0,952807","0","-21369,55","-0,84%","","935639330,1372","-7858438,1535770865","7,97%","10,22%","14,23%","","","","-2,38%","238108335","1,452376","0","-0,13","-0%","","238108335","-0,12645068764686584","6,61%","14,62%","28,16%","","","","13,34%"
"2023/09/25",,,,,,,,,,,,,,,,"348533,67","0,887125","0","-0","-0%","","135966470,0037","-1,720372268020874","6,74%","7,39%","8,01%","","","","-5,8%","2540121,96","0,943321","0","0","0%","","932554975,1747999","0,5462135912664234","7,03%","9,12%","12,31%","","","","-2,87%","238196537","1,452914","0","-0,18","-0%","","238196537","-0,18334093689918518","6,78%","14,67%","27,22%","","","","13,36%"
"2023/09/21",,,,,,,,,,,,,,,,"347745,95","0,88512","0","0","0%","","134094315,77950001","0,6603225370548899","6,37%","6,14%","6,98%","","","","-5,98%","2535530,83","0,941616","0","-0","-0%","","917532541,4521","-1,1863041578652338","6,78%","8,07%","11,33%","","","","-3%","236923512","1,445149","0","0,5","0%","","236923512","0,5020056366920471","5,86%","13,09%","25,29%","","","","13,21%"
"2023/09/20",,,,,,,,,,,,,,,,"341588,34","0,869447","0","0","0%","","131064030,1746","1,290107907259371","4,99%","4,73%","4,77%","","","","-6,84%","2491682,19","0,925332","0","-0","-0%","","893816235,1968","-1,0094963800907135","5,48%","6,76%","9,11%","","","","-3,85%","237293861","1,447408","0","1411990,7","0,6%","","237293861","1411990,699240774","6%","13,99%","25,15%","","","","13,29%"
"2023/09/19",,,,,,,,,,,,,,,,"340467,45","0,866594","0","-0","-0%","","130695240,03150001","-1,230878740772605","4,45%","3,72%","3,92%","","","","-7%","2483181,2","0,922175","0","0","0%","","891933855,228","0,21137493073940278","4,94%","5,78%","8,21%","","","","-4,02%","235526762","1,445229","0","1020872,45","0,43%","","235526762","1020872,4532012641","5,61%","13,88%","24,22%","","","","13,24%"
"2023/09/18",,,,,,,,,,,,,,,,"339577,58","0,864329","0","0,01","0%","","130486080,8908","2,490056371029932","4,18%","3,45%","3,76%","","","","-7,13%","2475959,26","0,919493","0","0,01","0%","","892162400,1557999","2,0585614171950146","4,66%","5,47%","8,05%","","","","-4,17%","234726566","1,446589","0","-0,57","-0%","","234726566","-0,5652454793453217","5,55%","13,99%","24,33%","","","","13,29%"
"2023/09/15",,,,,,,,,,,,,,,,"339566,18","0,8643","0","-0","-0%","","130420578,4144","-0,5214716894039884","4,63%","2,14%","3,17%","","","","-7,16%","2475415,32","0,919291","0","-0","-0%","","891397056,732","-0,6792515315115453","5,13%","4,53%","7,43%","","","","-4,2%","235490172","1,451295","0","0,05","0%","","235490172","0,045829951763153076","6,08%","13,06%","23,93%","","","","13,45%"
"2023/09/14",,,,,,,,,,,,,,,,"339272,7","0,863553","0","-0","-0%","","130450353,15","-0,11900452899863012","4,95%","2,05%","2,73%","","","","-7,22%","2473794,29","0,918689","0","0","0%","","886137852,6208999","0,007278682459145784","5,45%","4,46%","6,95%","","","","-4,24%","234790011","1,44698","0","1440188,53","0,62%","","234790011","1440188,5302884877","5,96%","12,72%","23,76%","","","","13,35%"
"2023/09/13",,,,,,,,,,,,,,,,"337744,79","0,859664","0","0","0%","","130031744,14999999","0,5194966241833754","4,46%","2,01%","2,22%","","","","-7,44%","2462234,34","0,914396","0","-0,01","-0%","","883055723,6975999","-2,1029964693635703","4,93%","4,3%","6,36%","","","","-4,47%","232315296","1,440565","0","861710,25","0,37%","","232315296","861710,2450146079","5,96%","12,39%","23,3%","","","","13,2%"
"2023/09/12",,,,,,,,,,,,,,,,"338725,81","0,862161","0","-0,01","-0%","","130866716,69350001","-2,352669343171874","5,54%","1,44%","1,43%","","","","-7,31%","2468459,97","0,916708","0","0,01","0%","","890052611,3829","2,5667173186177386","5,97%","3,9%","5,45%","","","","-4,35%","231775887","1,442571","0","-0,96","-0%","","231775887","-0,9558010995388031","6,12%","12,31%","23,25%","","","","13,26%"
"2023/09/11",,,,,,,,,,,,,,,,"337393,56","0,85877","0","-0","-0%","","129788554,6608","-0,8967788900760933","4,95%","1,04%","1,73%","","","","-7,51%","2459213,08","0,913274","0","-0","-0%","","881824626,2264","-0,8505415388382971","5,44%","3,51%","5,86%","","","","-4,54%","231230418","1,439176","0","0,11","0%","","231230418","0,10533130168914795","5,8%","12,04%","24,15%","","","","13,18%"
"2023/09/08",,,,,,,,,,,,,,,,"336592,48","0,856731","0","0","0%","","129615032,19839999","0,7394593110191635","4,91%","1,11%","2,28%","","","","-7,65%","2452537,77","0,910795","0","5002,99","0,2%","","881638277,5596","1798475,2731221372","5,39%","3,9%","6,42%","","","","-4,7%","231239094","1,43923","0","0,77","0%","","231239094","0,7667428553104401","5,85%","11,17%","24,9%","","","","13,22%"
"2023/09/07",,,,,,,,,,,,,,,,"336625,48","0,856815","0","0","0%","","131563336,34839998","1,0005644040054176","4,41%","0,99%","2,75%","","","","-7,66%","2446037,98","0,910238","0","0","0%","","892534798,5222","1,6291758259618654","4,82%","4,3%","7,15%","","","","-4,73%","231384659","1,440136","0","3486998,42","1,53%","","231384659","3486998,424832672","6,13%","11,39%","25,44%","","","","13,26%"
"2023/09/06",,,,,,,,,,,,,,,,"336767,7","0,857177","0","-0","-0%","","130615352,44500001","-0,18760749866487458","5,14%","1,07%","2,85%","","","","-7,65%","2447959,36","0,910953","0","-0","-0%","","884521155,5487999","-1,3945271998969837","5,6%","4,15%","7,31%","","","","-4,7%","228270966","1,442495","0","-0,61","-0%","","228270966","-0,6117717325687408","6,31%","11,03%","25,83%","","","","13,34%"
"2023/09/05",,,,,,,,,,,,,,,,"335040,6","0,852781","0","0","0%","","128983930,188","1,8909535155724735","4,87%","0,77%","1,94%","","","","-7,9%","2436291,32","0,906611","0","0","0%","","872484647,5184","0,800371525771916","5,39%","4,2%","6,43%","","","","-4,94%","228528435","1,444122","0","0,11","0%","","228528435","0,10992664098739624","6,89%","11,5%","25,47%","","","","13,4%"
"2023/09/04",,,,,,,,,,,,,,,,"332497,09","0,846307","0","-0","-0%","","127186786,86680001","-0,24297588227316735","3,77%","0%","1,34%","","","","-8,28%","2418810,75","0,900106","0","0","0%","","856863708,1875","1,6369404320139438","4,36%","3,46%","5,84%","","","","-5,3%","228580973","1,444454","0","-0,1","-0%","","228580973","-0,09814748167991638","7%","11,53%","25,32%","","","","13,42%"
"2023/09/01",,,,,,,,,,,,,,,,"332044,1","0,845154","0","0","0%","","127491652,63599998","0,4129242099798284","4,4%","-0,56%","1,02%","","","","-8,38%","2414417,09","0,898471","0","-0","-0%","","854582929,0055","-0,4554974792525172","4,96%","2,68%","5,51%","","","","-5,41%","229250834","1,448687","0","0,6","0%","","229250834","0,60142782330513","8,17%","12,21%","26,51%","","","","13,57%"
"2023/08/31",,,,,,,,,,,,,,,,"329483,7","0,838637","0","-0","-0%","","125220280,185","-0,5550843516917666","2,88%","-1,08%","-0,46%","","","","-8,74%","2396812,91","0,89192","0","-0","-0%","","837374526,3667","-0,5079941928759217","3,51%","2,3%","4,16%","","","","-5,77%","228492354","1,443894","0","-0,74","-0%","","228492354","-0,738243579864502","8,25%","11,76%","24,51%","","","","13,44%"
"2023/08/30",,,,,,,,,,,,,,,,"331668,9","0,844199","0","0","0%","","126216599,89500001","0,5763385031896178","2,92%","-0,42%","-0,26%","","","","-8,44%","2412396,28","0,897719","0","0","0%","","844724681,4047999","0,08453277334570886","3,53%","2,96%","4,22%","","","","-5,46%","228801570","1,445848","0","908616,41","0,4%","","228801570","908616,4123735428","7,83%","11,91%","24,93%","","","","13,51%"
"2023/08/29",,,,,,,,,,,,,,,,"332063,35","0,845203","0","-0,01","-0%","","126921253,637","-2,196768132214202","1,72%","-0,3%","-1,21%","","","","-8,4%","2414390,22","0,898461","0","0","0%","","853680093,9876001","1,3346581747289747","2,33%","3,05%","3,24%","","","","-5,43%","227721149","1,444758","0","-0,59","-0%","","227721149","-0,5934267640113831","7,45%","11,83%","23,98%","","","","13,49%"
"2023/08/28",,,,,,,,,,,,,,,,"335844,04","0,854826","0","-0","-0%","","128631625,76039998","-1,374027023978415","2,88%","0,83%","-0,15%","","","","-7,86%","2441464,27","0,908536","0","-0","-0%","","865767644,7847","-0,9027798649249599","3,48%","4,2%","4,33%","","","","-4,89%","227272251","1,44191","0","0,36","0%","","227272251","0,360562264919281","7,24%","11,61%","23,15%","","","","13,43%"
"2023/08/25",,,,,,,,,,,,,,,,"336739,81","0,857106","0","0,01","0%","","128961245,03570001","2,297491349852644","2,92%","0,49%","-0,63%","","","","-7,77%","2447400,41","0,910745","0","0","0%","","868900567,5623","0,62232810491696","3,53%","3,9%","3,82%","","","","-4,78%","226305574","1,435777","0","-0,56","-0%","","226305574","-0,5615935623645782","7,26%","11,93%","21,98%","","","","13,3%"
"2023/08/24",,,,,,,,,,,,,,,,"336965,71","0,857681","0","-0","-0%","","129118520,75780001","-0,24339062974904666","3,26%","0,56%","-0,11%","","","","-7,75%","2449431,97","0,911501","0","-0,01","-0%","","864086116,0569","-2,4782600710820404","3,89%","3,98%","4,41%","","","","-4,75%","226719797","1,438405","0","0,37","0%","","226719797","0,3718359172344208","7,19%","12,13%","22,49%","","","","13,39%"
"2023/08/23",,,,,,,,,,,,,,,,"334450,1","0,851278","0","0","0%","","128188034,32799998","0,23951688685454425","2,76%","0,52%","-0,42%","","","","-8,12%","2430621,22","0,904501","0","0,01","0%","","861096179,6094","2,6368395628547296","3,39%","3,91%","3,87%","","","","-5,14%","226587712","1,437567","0","0,28","0%","","226587712","0,2761046588420868","6,58%","12,14%","22,18%","","","","13,38%"
"2023/08/22",,,,,,,,,,,,,,,,"338439,01","0,861431","0","-0,01","-0%","","129540915,4676","-2,1112899363040922","3,69%","1,22%","0,83%","","","","-7,56%","2460164,85","0,915495","0","-0","-0%","","863099634,3255","-1,676118403323926","4,34%","4,64%","7,81%","","","","-4,54%","226174435","1,434945","0","0,25","0%","","226174435","0,25416502356529236","6,44%","12,3%","22,42%","","","","13,32%"
"2023/08/21",,,,,,,,,,,,,,,,"338761,57","0,862252","0","0","0%","","129664378,5332","0,3676927276025526","3,66%","1,09%","0,76%","","","","-7,52%","2462105,05","0,916217","0","0","0%","","865700756,6305","1,3447790737077594","4,33%","4,49%","7,62%","","","","-4,51%","225642471","1,43157","0","-0,7","-0%","","225642471","-0,6952364444732666","6,75%","11,67%","21,4%","","","","13,24%"
"2023/08/18",,,,,,,,,,,,,,,,"338827,18","0,862419","0","0","0%","","130102860,5764","1,3208226509357337","3,86%","2,03%","-0,32%","","","","-7,54%","2461632,09","0,916041","0","-0","-0%","","869719233,7178999","-0,7731412862241268","4,46%","5,44%","6,38%","","","","-4,54%","225341262","1,429659","0","-842293,74","-0,37%","","225341262","-842293,7429397106","7,24%","11,23%","20,69%","","","","13,23%"
"2023/08/17",,,,,,,,,,,,,,,,"339205,52","0,863382","0","-0","-0%","","131493019,828","-1,2454693870764457","4,39%","2,14%","-0,44%","","","","-7,5%","2464488,64","0,917104","0","0","0%","","878664134,8191999","0,6237443137401715","4,96%","5,57%","6,19%","","","","-4,49%","226271203","1,430213","0","0,43","0%","","226271203","0,4281213879585266","7,38%","11,27%","20,95%","","","","13,26%"
"2023/08/16",,,,,,,,,,,,,,,,"337775,44","0,859742","0","0","0%","","130425230,6472","1,0496226090705023","4,06%","1,83%","-1,68%","","","","-7,72%","2453704,7","0,913091","0","-8310,05","-0,34%","","867065629,8390001","-2936520,992977936","4,61%","5,2%","5,35%","","","","-4,72%","226539207","1,431907","0","-0,27","-0%","","226539207","-0,27452948689460754","7,45%","11,26%","20,29%","","","","13,32%"
"2023/08/15",,,,,,,,,,,,,,,,"336005,12","0,855236","0","0","0%","","130346466,2016","1,9315994672128","3,8%","1,71%","-2,55%","","","","-7,98%","2448470,97","0,908068","0","-0","-0%","","869182709,6403","-0,4015669191861525","4,39%","5,06%","3,64%","","","","-5%","227147359","1,435751","0","1066899,72","0,47%","","227147359","1066899,7225576937","7,79%","11,71%","21,51%","","","","13,44%"
"2023/08/14",,,,,,,,,,,,,,,,"334617,07","0,851703","0","-0","-0%","","128054606,5183","-0,06473183813679498","3,09%","1,15%","-2,82%","","","","-8,2%","2439883,09","0,904883","0","0","0%","","852934330,6021999","0,4598083948623389","3,79%","4,55%","2,6%","","","","-5,19%","225616725","1,432806","0","-0,16","-0%","","225616725","-0,1557389795780182","7,5%","11,41%","21,24%","","","","13,37%"
"2023/08/11",,,,,,,,,,,,,,,,"335301,86","0,853446","0","-0,01","-0%","","128993978,56059998","-3,488029221034958","3,95%","0,91%","-1,69%","","","","-8,13%","2444213,43","0,906489","0","-0","-0%","","854912531,4111","-0,4374726819992065","4,62%","4,11%","3,43%","","","","-5,12%","226028496","1,435421","0","-0,31","-0%","","226028496","-0,31075426936149597","7,84%","11,39%","21,64%","","","","13,48%"
"2023/08/10",,,,,,,,,,,,,,,,"333353,97","0,848488","0","0","0%","","128791306,3095","1,545285201992374","3,37%","0,33%","-2,45%","","","","-8,43%","2429542,58","0,901048","0","-0","-0%","","851846219,3996","-0,2311827103793621","4,04%","3,48%","2,9%","","","","-5,43%","226631902","1,439253","0","1227941,73","0,55%","","226631902","1227941,7256531715","8,16%","11,69%","22,5%","","","","13,6%"
"2023/08/09",,,,,,,,,,,,,,,,"333177,17","0,848038","0","0","0%","","129326050,3072","0,4345665717311204","2,44%","0,68%","-1,17%","","","","-8,47%","2427377,41","0,900245","0","0","0%","","857810902,9199001","1,5265547265205532","3,08%","3,91%","3,93%","","","","-5,48%","225299187","1,438584","0","0,53","0%","","225299187","0,5300942361354828","8,29%","11,28%","23,21%","","","","13,6%"
"2023/08/08",,,,,,,,,,,,,,,,"333441,97","0,848712","0","-0","-0%","","128875321,40499999","-0,7149148086318746","2,57%","0,69%","-1,66%","","","","-8,44%","2428482,91","0,900655","0","-0","-0%","","854437427,0544","-0,22539230436086652","3,18%","3,78%","3,56%","","","","-5,47%","225319546","1,438714","0","1140153,93","0,51%","","225319546","1140153,9309921265","8,22%","11,36%","23,15%","","","","13,62%"
"2023/08/07",,,,,,,,,,,,,,,,"330930,29","0,842319","0","0","0%","","129172020,09569998","0,37416450800257733","2,57%","0,08%","-2,44%","","","","-8,82%","2410093,79","0,893835","0","-0","-0%","","857149856,4135","-1,5375978658441454","3,22%","3,07%","2,87%","","","","-5,86%","224873567","1,443169","0","-0,03","-0%","","224873567","-0,028819739818572998","9,12%","12,07%","24,02%","","","","13,75%"
